08 08 10 54 31, 29, 57 
08 08 10 55 02, 29, 56 
08 08 10 55 32, 29, 54 
08 08 10 56 02, 29, 53 
08 08 10 56 33, 29, 54 
08 08 10 57 03, 29, 53 
08 08 10 57 33, 29, 53 
08 08 10 58 03, 30, 52 
08 08 10 58 34, 30, 52 
08 08 10 59 04, 30, 52 
08 08 11 19 59, 30, 51 
08 08 11 24 17, 30, 48 
08 08 11 24 48, 30, 47 
08 08 11 31 16, 30, 47 
